time,V_Load_1,V_Load_2
6.152E-6sec,2.667E1V,2.667E1V
6.153E-6sec,2.667E1V,2.667E1V
6.154E-6sec,2.667E1V,2.667E1V
6.155E-6sec,2.667E1V,2.667E1V
6.156E-6sec,2.667E1V,2.667E1V
6.157E-6sec,2.667E1V,2.667E1V
6.158E-6sec,2.667E1V,2.667E1V
6.159E-6sec,2.667E1V,2.667E1V
6.160E-6sec,2.667E1V,2.667E1V
6.161E-6sec,2.667E1V,2.667E1V
6.162E-6sec,2.667E1V,2.667E1V
6.163E-6sec,2.667E1V,2.667E1V
6.164E-6sec,2.667E1V,2.667E1V
6.165E-6sec,2.667E1V,2.667E1V
6.166E-6sec,2.667E1V,2.667E1V
6.167E-6sec,2.667E1V,2.667E1V
6.168E-6sec,2.667E1V,2.667E1V
6.169E-6sec,2.667E1V,2.667E1V
6.170E-6sec,2.667E1V,2.667E1V
6.171E-6sec,2.667E1V,2.667E1V
6.172E-6sec,2.667E1V,2.667E1V
6.173E-6sec,2.667E1V,2.667E1V
6.174E-6sec,2.667E1V,2.667E1V
6.175E-6sec,2.667E1V,2.667E1V
6.176E-6sec,2.667E1V,2.667E1V
6.177E-6sec,2.667E1V,2.667E1V
6.178E-6sec,2.667E1V,2.667E1V
6.179E-6sec,2.667E1V,2.667E1V
6.180E-6sec,2.667E1V,2.667E1V
6.181E-6sec,2.667E1V,2.667E1V
6.182E-6sec,2.667E1V,2.667E1V
6.183E-6sec,2.667E1V,2.667E1V
6.184E-6sec,2.667E1V,2.667E1V
6.185E-6sec,2.667E1V,2.667E1V
6.186E-6sec,2.667E1V,2.667E1V
6.187E-6sec,2.667E1V,2.667E1V
6.188E-6sec,2.667E1V,2.667E1V
6.189E-6sec,2.667E1V,2.667E1V
6.190E-6sec,2.667E1V,2.667E1V
6.191E-6sec,2.667E1V,2.667E1V
6.192E-6sec,2.667E1V,2.667E1V
6.193E-6sec,2.667E1V,2.667E1V
6.194E-6sec,2.667E1V,2.667E1V
6.195E-6sec,2.667E1V,2.667E1V
6.196E-6sec,2.667E1V,2.667E1V
6.197E-6sec,2.667E1V,2.667E1V
6.198E-6sec,2.667E1V,2.667E1V
6.199E-6sec,2.667E1V,2.667E1V
6.200E-6sec,2.667E1V,2.667E1V
6.201E-6sec,2.667E1V,2.667E1V
6.202E-6sec,2.667E1V,2.667E1V
6.203E-6sec,2.667E1V,2.667E1V
6.204E-6sec,2.667E1V,2.667E1V
6.205E-6sec,2.667E1V,2.667E1V
6.206E-6sec,2.667E1V,2.667E1V
6.207E-6sec,2.667E1V,2.667E1V
6.208E-6sec,2.667E1V,2.667E1V
6.209E-6sec,2.667E1V,2.667E1V
6.210E-6sec,2.667E1V,2.667E1V
6.211E-6sec,2.667E1V,2.667E1V
6.212E-6sec,2.667E1V,2.667E1V
6.213E-6sec,2.667E1V,2.667E1V
6.214E-6sec,2.667E1V,2.667E1V
6.215E-6sec,2.667E1V,2.667E1V
6.216E-6sec,2.667E1V,2.667E1V
6.217E-6sec,2.667E1V,2.667E1V
6.218E-6sec,2.667E1V,2.667E1V
6.219E-6sec,2.667E1V,2.667E1V
6.220E-6sec,2.667E1V,2.667E1V
6.221E-6sec,2.667E1V,2.667E1V
6.222E-6sec,2.667E1V,2.667E1V
6.223E-6sec,2.667E1V,2.667E1V
6.224E-6sec,2.667E1V,2.667E1V
6.225E-6sec,2.667E1V,2.667E1V
6.226E-6sec,2.667E1V,2.667E1V
6.227E-6sec,2.667E1V,2.667E1V
6.228E-6sec,2.667E1V,2.667E1V
6.229E-6sec,2.667E1V,2.667E1V
6.230E-6sec,2.667E1V,2.667E1V
6.231E-6sec,2.667E1V,2.667E1V
6.232E-6sec,2.667E1V,2.667E1V
6.233E-6sec,2.667E1V,2.667E1V
6.234E-6sec,2.667E1V,2.667E1V
6.235E-6sec,2.667E1V,2.667E1V
6.236E-6sec,2.667E1V,2.667E1V
6.237E-6sec,2.667E1V,2.667E1V
6.238E-6sec,2.667E1V,2.667E1V
6.239E-6sec,2.667E1V,2.667E1V
6.240E-6sec,2.667E1V,2.667E1V
6.241E-6sec,2.667E1V,2.667E1V
6.242E-6sec,2.667E1V,2.667E1V
6.243E-6sec,2.667E1V,2.667E1V
6.244E-6sec,2.667E1V,2.667E1V
6.245E-6sec,2.667E1V,2.667E1V
6.246E-6sec,2.667E1V,2.667E1V
6.247E-6sec,2.667E1V,2.667E1V
6.248E-6sec,2.667E1V,2.667E1V
6.249E-6sec,2.667E1V,2.667E1V
6.250E-6sec,2.667E1V,2.667E1V
6.251E-6sec,2.667E1V,2.667E1V
6.252E-6sec,2.667E1V,2.667E1V
6.253E-6sec,2.667E1V,2.667E1V
6.254E-6sec,2.667E1V,2.667E1V
6.255E-6sec,2.667E1V,2.667E1V
6.256E-6sec,2.667E1V,2.667E1V
6.257E-6sec,2.667E1V,2.667E1V
6.258E-6sec,2.667E1V,2.667E1V
6.259E-6sec,2.667E1V,2.667E1V
6.260E-6sec,2.667E1V,2.667E1V
6.261E-6sec,2.667E1V,2.667E1V
6.262E-6sec,2.667E1V,2.667E1V
6.263E-6sec,2.667E1V,2.667E1V
6.264E-6sec,2.667E1V,2.667E1V
6.265E-6sec,2.667E1V,2.667E1V
6.266E-6sec,2.667E1V,2.667E1V
6.267E-6sec,2.667E1V,2.667E1V
6.268E-6sec,2.667E1V,2.667E1V
6.269E-6sec,2.667E1V,2.667E1V
6.270E-6sec,2.667E1V,2.667E1V
6.271E-6sec,2.667E1V,2.667E1V
6.272E-6sec,2.667E1V,2.667E1V
6.273E-6sec,2.667E1V,2.667E1V
6.274E-6sec,2.667E1V,2.667E1V
6.275E-6sec,2.667E1V,2.667E1V
6.276E-6sec,2.667E1V,2.667E1V
6.277E-6sec,2.667E1V,2.667E1V
6.278E-6sec,2.667E1V,2.667E1V
6.279E-6sec,2.667E1V,2.667E1V
6.280E-6sec,2.667E1V,2.667E1V
6.281E-6sec,2.667E1V,2.667E1V
6.282E-6sec,2.667E1V,2.667E1V
6.283E-6sec,2.667E1V,2.667E1V
6.284E-6sec,2.667E1V,2.667E1V
6.285E-6sec,2.667E1V,2.667E1V
6.286E-6sec,2.667E1V,2.667E1V
6.287E-6sec,2.667E1V,2.667E1V
6.288E-6sec,2.667E1V,2.667E1V
6.289E-6sec,2.667E1V,2.667E1V
6.290E-6sec,2.667E1V,2.667E1V
6.291E-6sec,2.667E1V,2.667E1V
6.292E-6sec,2.667E1V,2.667E1V
6.293E-6sec,2.667E1V,2.667E1V
6.294E-6sec,2.667E1V,2.667E1V
6.295E-6sec,2.667E1V,2.667E1V
6.296E-6sec,2.667E1V,2.667E1V
6.297E-6sec,2.667E1V,2.667E1V
6.298E-6sec,2.667E1V,2.667E1V
6.299E-6sec,2.667E1V,2.667E1V
6.300E-6sec,2.667E1V,2.667E1V
6.301E-6sec,2.667E1V,2.667E1V
6.302E-6sec,2.667E1V,2.667E1V
6.303E-6sec,2.667E1V,2.667E1V
6.304E-6sec,2.667E1V,2.667E1V
6.305E-6sec,2.667E1V,2.667E1V
6.306E-6sec,2.667E1V,2.667E1V
6.307E-6sec,2.667E1V,2.667E1V
6.308E-6sec,2.667E1V,2.667E1V
6.309E-6sec,2.667E1V,2.667E1V
6.310E-6sec,2.667E1V,2.667E1V
6.311E-6sec,2.667E1V,2.667E1V
6.312E-6sec,2.667E1V,2.667E1V
6.313E-6sec,2.667E1V,2.667E1V
6.314E-6sec,2.667E1V,2.667E1V
6.315E-6sec,2.667E1V,2.667E1V
6.316E-6sec,2.667E1V,2.667E1V
6.317E-6sec,2.667E1V,2.667E1V
6.318E-6sec,2.667E1V,2.667E1V
6.319E-6sec,2.667E1V,2.667E1V
6.320E-6sec,2.667E1V,2.667E1V
6.321E-6sec,2.667E1V,2.667E1V
6.322E-6sec,2.667E1V,2.667E1V
6.323E-6sec,2.667E1V,2.667E1V
6.324E-6sec,2.667E1V,2.667E1V
6.325E-6sec,2.667E1V,2.667E1V
6.326E-6sec,2.667E1V,2.667E1V
6.327E-6sec,2.667E1V,2.667E1V
6.328E-6sec,2.667E1V,2.667E1V
6.329E-6sec,2.667E1V,2.667E1V
6.330E-6sec,2.667E1V,2.667E1V
6.331E-6sec,2.667E1V,2.667E1V
6.332E-6sec,2.667E1V,2.667E1V
6.333E-6sec,2.667E1V,2.667E1V
6.334E-6sec,2.667E1V,2.667E1V
6.335E-6sec,2.667E1V,2.667E1V
6.336E-6sec,2.667E1V,2.667E1V
6.337E-6sec,2.667E1V,2.667E1V
6.338E-6sec,2.667E1V,2.667E1V
6.339E-6sec,2.667E1V,2.667E1V
6.340E-6sec,2.667E1V,2.667E1V
6.341E-6sec,2.667E1V,2.667E1V
6.342E-6sec,2.667E1V,2.667E1V
6.343E-6sec,2.667E1V,2.667E1V
6.344E-6sec,2.667E1V,2.667E1V
6.345E-6sec,2.667E1V,2.667E1V
6.346E-6sec,2.667E1V,2.667E1V
6.347E-6sec,2.667E1V,2.667E1V
6.348E-6sec,2.667E1V,2.667E1V
6.349E-6sec,2.667E1V,2.667E1V
6.350E-6sec,2.667E1V,2.667E1V
6.351E-6sec,2.667E1V,2.667E1V
6.352E-6sec,2.667E1V,2.667E1V
6.353E-6sec,2.667E1V,2.667E1V
6.354E-6sec,2.667E1V,2.667E1V
6.355E-6sec,2.667E1V,2.667E1V
6.356E-6sec,2.667E1V,2.667E1V
6.357E-6sec,2.667E1V,2.667E1V
6.358E-6sec,2.667E1V,2.667E1V
6.359E-6sec,2.667E1V,2.667E1V
6.360E-6sec,2.667E1V,2.667E1V
6.361E-6sec,2.667E1V,2.667E1V
6.362E-6sec,2.667E1V,2.667E1V
6.363E-6sec,2.667E1V,2.667E1V
6.364E-6sec,2.667E1V,2.667E1V
6.365E-6sec,2.667E1V,2.667E1V
6.366E-6sec,2.667E1V,2.667E1V
6.367E-6sec,2.667E1V,2.667E1V
6.368E-6sec,2.667E1V,2.667E1V
6.369E-6sec,2.667E1V,2.667E1V
6.370E-6sec,2.667E1V,2.667E1V
6.371E-6sec,2.667E1V,2.667E1V
6.372E-6sec,2.667E1V,2.667E1V
6.373E-6sec,2.667E1V,2.667E1V
6.374E-6sec,2.667E1V,2.667E1V
6.375E-6sec,2.667E1V,2.667E1V
6.376E-6sec,2.667E1V,2.667E1V
6.377E-6sec,2.667E1V,2.667E1V
6.378E-6sec,2.667E1V,2.667E1V
6.379E-6sec,2.667E1V,2.667E1V
6.380E-6sec,2.667E1V,2.667E1V
6.381E-6sec,2.667E1V,2.667E1V
6.382E-6sec,2.667E1V,2.667E1V
6.383E-6sec,2.667E1V,2.667E1V
6.384E-6sec,2.667E1V,2.667E1V
6.385E-6sec,2.667E1V,2.667E1V
6.386E-6sec,2.667E1V,2.667E1V
6.387E-6sec,2.667E1V,2.667E1V
6.388E-6sec,2.667E1V,2.667E1V
6.389E-6sec,2.667E1V,2.667E1V
6.390E-6sec,2.667E1V,2.667E1V
6.391E-6sec,2.667E1V,2.667E1V
6.392E-6sec,2.667E1V,2.667E1V
6.393E-6sec,2.667E1V,2.667E1V
6.394E-6sec,2.667E1V,2.667E1V
6.395E-6sec,2.667E1V,2.667E1V
6.396E-6sec,2.667E1V,2.667E1V
6.397E-6sec,2.667E1V,2.667E1V
6.398E-6sec,2.667E1V,2.667E1V
6.399E-6sec,2.667E1V,2.667E1V
6.400E-6sec,2.667E1V,2.667E1V
6.401E-6sec,2.667E1V,2.667E1V
6.402E-6sec,2.667E1V,2.667E1V
6.403E-6sec,2.667E1V,2.667E1V
6.404E-6sec,2.667E1V,2.667E1V
6.405E-6sec,2.667E1V,2.667E1V
6.406E-6sec,2.667E1V,2.667E1V
6.407E-6sec,2.667E1V,2.667E1V
6.408E-6sec,2.667E1V,2.667E1V
6.409E-6sec,2.667E1V,2.667E1V
6.410E-6sec,2.667E1V,2.667E1V
6.411E-6sec,2.667E1V,2.667E1V
6.412E-6sec,2.667E1V,2.667E1V
6.413E-6sec,2.667E1V,2.667E1V
6.414E-6sec,2.667E1V,2.667E1V
6.415E-6sec,2.667E1V,2.667E1V
6.416E-6sec,2.667E1V,2.667E1V
6.417E-6sec,2.667E1V,2.667E1V
6.418E-6sec,2.667E1V,2.667E1V
6.419E-6sec,2.667E1V,2.667E1V
6.420E-6sec,2.667E1V,2.667E1V
6.421E-6sec,2.667E1V,2.667E1V
6.422E-6sec,2.667E1V,2.667E1V
6.423E-6sec,2.667E1V,2.667E1V
6.424E-6sec,2.667E1V,2.667E1V
6.425E-6sec,2.667E1V,2.667E1V
6.426E-6sec,2.667E1V,2.667E1V
6.427E-6sec,2.667E1V,2.667E1V
6.428E-6sec,2.667E1V,2.667E1V
6.429E-6sec,2.667E1V,2.667E1V
6.430E-6sec,2.667E1V,2.667E1V
6.431E-6sec,2.667E1V,2.667E1V
6.432E-6sec,2.667E1V,2.667E1V
6.433E-6sec,2.667E1V,2.667E1V
6.434E-6sec,2.667E1V,2.667E1V
6.435E-6sec,2.667E1V,2.667E1V
6.436E-6sec,2.667E1V,2.667E1V
6.437E-6sec,2.667E1V,2.667E1V
6.438E-6sec,2.667E1V,2.667E1V
6.439E-6sec,2.667E1V,2.667E1V
6.440E-6sec,2.667E1V,2.667E1V
6.441E-6sec,2.667E1V,2.667E1V
6.442E-6sec,2.667E1V,2.667E1V
6.443E-6sec,2.667E1V,2.667E1V
6.444E-6sec,2.667E1V,2.667E1V
6.445E-6sec,2.667E1V,2.667E1V
6.446E-6sec,2.667E1V,2.667E1V
6.447E-6sec,2.667E1V,2.667E1V
6.448E-6sec,2.667E1V,2.667E1V
6.449E-6sec,2.667E1V,2.667E1V
6.450E-6sec,2.667E1V,2.667E1V
6.451E-6sec,2.667E1V,2.667E1V
6.452E-6sec,2.667E1V,2.667E1V
6.453E-6sec,2.667E1V,2.667E1V
6.454E-6sec,2.667E1V,2.667E1V
6.455E-6sec,2.667E1V,2.667E1V
6.456E-6sec,2.667E1V,2.667E1V
6.457E-6sec,2.667E1V,2.667E1V
6.458E-6sec,2.667E1V,2.667E1V
6.459E-6sec,2.667E1V,2.667E1V
6.460E-6sec,2.667E1V,2.667E1V
6.461E-6sec,2.667E1V,2.667E1V
6.462E-6sec,2.667E1V,2.667E1V
6.463E-6sec,2.667E1V,2.667E1V
6.464E-6sec,2.667E1V,2.667E1V
6.465E-6sec,2.667E1V,2.667E1V
6.466E-6sec,2.667E1V,2.667E1V
6.467E-6sec,2.667E1V,2.667E1V
6.468E-6sec,2.667E1V,2.667E1V
6.469E-6sec,2.667E1V,2.667E1V
6.470E-6sec,2.667E1V,2.667E1V
6.471E-6sec,2.667E1V,2.667E1V
6.472E-6sec,2.667E1V,2.667E1V
6.473E-6sec,2.667E1V,2.667E1V
6.474E-6sec,2.667E1V,2.667E1V
6.475E-6sec,2.667E1V,2.667E1V
6.476E-6sec,2.667E1V,2.667E1V
6.477E-6sec,2.667E1V,2.667E1V
6.478E-6sec,2.667E1V,2.667E1V
6.479E-6sec,2.667E1V,2.667E1V
6.480E-6sec,2.667E1V,2.667E1V
6.481E-6sec,2.667E1V,2.667E1V
6.482E-6sec,2.667E1V,2.667E1V
6.483E-6sec,2.667E1V,2.667E1V
6.484E-6sec,2.667E1V,2.667E1V
6.485E-6sec,2.667E1V,2.667E1V
6.486E-6sec,2.667E1V,2.667E1V
6.487E-6sec,2.667E1V,2.667E1V
6.488E-6sec,2.667E1V,2.667E1V
6.489E-6sec,2.667E1V,2.667E1V
6.490E-6sec,2.667E1V,2.667E1V
6.491E-6sec,2.667E1V,2.667E1V
6.492E-6sec,2.667E1V,2.667E1V
6.493E-6sec,2.667E1V,2.667E1V
6.494E-6sec,2.667E1V,2.667E1V
6.495E-6sec,2.667E1V,2.667E1V
6.496E-6sec,2.667E1V,2.667E1V
6.497E-6sec,2.667E1V,2.667E1V
6.498E-6sec,2.667E1V,2.667E1V
6.499E-6sec,2.667E1V,2.667E1V
6.500E-6sec,2.667E1V,2.667E1V
6.501E-6sec,2.667E1V,2.667E1V
6.502E-6sec,2.667E1V,2.667E1V
6.503E-6sec,2.667E1V,2.667E1V
6.504E-6sec,2.667E1V,2.667E1V
6.505E-6sec,2.667E1V,2.667E1V
6.506E-6sec,2.667E1V,2.667E1V
6.507E-6sec,2.667E1V,2.667E1V
6.508E-6sec,2.667E1V,2.667E1V
6.509E-6sec,2.667E1V,2.667E1V
6.510E-6sec,2.667E1V,2.667E1V
6.511E-6sec,2.667E1V,2.667E1V
6.512E-6sec,2.667E1V,2.667E1V
6.513E-6sec,2.667E1V,2.667E1V
6.514E-6sec,2.667E1V,2.667E1V
6.515E-6sec,2.667E1V,2.667E1V
6.516E-6sec,2.667E1V,2.667E1V
6.517E-6sec,2.667E1V,2.667E1V
6.518E-6sec,2.667E1V,2.667E1V
6.519E-6sec,2.667E1V,2.667E1V
6.520E-6sec,2.667E1V,2.667E1V
6.521E-6sec,2.667E1V,2.667E1V
6.522E-6sec,2.667E1V,2.667E1V
6.523E-6sec,2.667E1V,2.667E1V
6.524E-6sec,2.667E1V,2.667E1V
6.525E-6sec,2.667E1V,2.667E1V
6.526E-6sec,2.667E1V,2.667E1V
6.527E-6sec,2.667E1V,2.667E1V
6.528E-6sec,2.667E1V,2.667E1V
6.529E-6sec,2.667E1V,2.667E1V
6.530E-6sec,2.667E1V,2.667E1V
6.531E-6sec,2.667E1V,2.667E1V
6.532E-6sec,2.667E1V,2.667E1V
6.533E-6sec,2.667E1V,2.667E1V
6.534E-6sec,2.667E1V,2.667E1V
6.535E-6sec,2.667E1V,2.667E1V
6.536E-6sec,2.667E1V,2.667E1V
6.537E-6sec,2.667E1V,2.667E1V
6.538E-6sec,2.667E1V,2.667E1V
6.539E-6sec,2.667E1V,2.667E1V
6.540E-6sec,2.667E1V,2.667E1V
6.541E-6sec,2.667E1V,2.667E1V
6.542E-6sec,2.667E1V,2.667E1V
6.543E-6sec,2.667E1V,2.667E1V
6.544E-6sec,2.667E1V,2.667E1V
6.545E-6sec,2.667E1V,2.667E1V
6.546E-6sec,2.667E1V,2.667E1V
6.547E-6sec,2.667E1V,2.667E1V
6.548E-6sec,2.667E1V,2.667E1V
6.549E-6sec,2.667E1V,2.667E1V
6.550E-6sec,2.667E1V,2.667E1V
6.551E-6sec,2.667E1V,2.667E1V
6.552E-6sec,2.667E1V,2.667E1V
6.553E-6sec,2.667E1V,2.667E1V
6.554E-6sec,2.667E1V,2.667E1V
6.555E-6sec,2.667E1V,2.667E1V
6.556E-6sec,2.667E1V,2.667E1V
6.557E-6sec,2.667E1V,2.667E1V
6.558E-6sec,2.667E1V,2.667E1V
6.559E-6sec,2.667E1V,2.667E1V
6.560E-6sec,2.667E1V,2.667E1V
6.561E-6sec,2.667E1V,2.667E1V
6.562E-6sec,2.667E1V,2.667E1V
6.563E-6sec,2.667E1V,2.667E1V
6.564E-6sec,2.667E1V,2.667E1V
6.565E-6sec,2.667E1V,2.667E1V
6.566E-6sec,2.667E1V,2.667E1V
6.567E-6sec,2.667E1V,2.667E1V
6.568E-6sec,2.667E1V,2.667E1V
6.569E-6sec,2.667E1V,2.667E1V
6.570E-6sec,2.667E1V,2.667E1V
6.571E-6sec,2.667E1V,2.667E1V
6.572E-6sec,2.667E1V,2.667E1V
6.573E-6sec,2.667E1V,2.667E1V
6.574E-6sec,2.667E1V,2.667E1V
6.575E-6sec,2.667E1V,2.667E1V
6.576E-6sec,2.667E1V,2.667E1V
6.577E-6sec,2.667E1V,2.667E1V
6.578E-6sec,2.667E1V,2.667E1V
6.579E-6sec,2.667E1V,2.667E1V
6.580E-6sec,2.667E1V,2.667E1V
6.581E-6sec,2.667E1V,2.667E1V
6.582E-6sec,2.667E1V,2.667E1V
6.583E-6sec,2.667E1V,2.667E1V
6.584E-6sec,2.667E1V,2.667E1V
6.585E-6sec,2.667E1V,2.667E1V
6.586E-6sec,2.667E1V,2.667E1V
6.587E-6sec,2.667E1V,2.667E1V
6.588E-6sec,2.667E1V,2.667E1V
6.589E-6sec,2.667E1V,2.667E1V
6.590E-6sec,2.667E1V,2.667E1V
6.591E-6sec,2.667E1V,2.667E1V
6.592E-6sec,2.667E1V,2.667E1V
6.593E-6sec,2.667E1V,2.667E1V
6.594E-6sec,2.667E1V,2.667E1V
6.595E-6sec,2.667E1V,2.667E1V
6.596E-6sec,2.667E1V,2.667E1V
6.597E-6sec,2.667E1V,2.667E1V
6.598E-6sec,2.667E1V,2.667E1V
6.599E-6sec,2.667E1V,2.667E1V
6.600E-6sec,2.667E1V,2.667E1V
6.601E-6sec,2.667E1V,2.667E1V
6.602E-6sec,2.667E1V,2.667E1V
6.603E-6sec,2.667E1V,2.667E1V
6.604E-6sec,2.667E1V,2.667E1V
6.605E-6sec,2.667E1V,2.667E1V
6.606E-6sec,2.667E1V,2.667E1V
6.607E-6sec,2.667E1V,2.667E1V
6.608E-6sec,2.667E1V,2.667E1V
6.609E-6sec,2.667E1V,2.667E1V
6.610E-6sec,2.667E1V,2.667E1V
6.611E-6sec,2.667E1V,2.667E1V
6.612E-6sec,2.667E1V,2.667E1V
6.613E-6sec,2.667E1V,2.667E1V
6.614E-6sec,2.667E1V,2.667E1V
6.615E-6sec,2.667E1V,2.667E1V
6.616E-6sec,2.667E1V,2.667E1V
6.617E-6sec,2.667E1V,2.667E1V
6.618E-6sec,2.667E1V,2.667E1V
6.619E-6sec,2.667E1V,2.667E1V
6.620E-6sec,2.667E1V,2.667E1V
6.621E-6sec,2.667E1V,2.667E1V
6.622E-6sec,2.667E1V,2.667E1V
6.623E-6sec,2.667E1V,2.667E1V
6.624E-6sec,2.667E1V,2.667E1V
6.625E-6sec,2.667E1V,2.667E1V
6.626E-6sec,2.667E1V,2.667E1V
6.627E-6sec,2.667E1V,2.667E1V
6.628E-6sec,2.667E1V,2.667E1V
6.629E-6sec,2.667E1V,2.667E1V
6.630E-6sec,2.667E1V,2.667E1V
6.631E-6sec,2.667E1V,2.667E1V
6.632E-6sec,2.667E1V,2.667E1V
6.633E-6sec,2.667E1V,2.667E1V
6.634E-6sec,2.667E1V,2.667E1V
6.635E-6sec,2.667E1V,2.667E1V
6.636E-6sec,2.667E1V,2.667E1V
6.637E-6sec,2.667E1V,2.667E1V
6.638E-6sec,2.667E1V,2.667E1V
6.639E-6sec,2.667E1V,2.667E1V
6.640E-6sec,2.667E1V,2.667E1V
6.641E-6sec,2.667E1V,2.667E1V
6.642E-6sec,2.667E1V,2.667E1V
6.643E-6sec,2.667E1V,2.667E1V
6.644E-6sec,2.667E1V,2.667E1V
6.645E-6sec,2.667E1V,2.667E1V
6.646E-6sec,2.667E1V,2.667E1V
6.647E-6sec,2.667E1V,2.667E1V
6.648E-6sec,2.667E1V,2.667E1V
6.649E-6sec,2.667E1V,2.667E1V
6.650E-6sec,2.667E1V,2.667E1V
6.651E-6sec,2.667E1V,2.667E1V
6.652E-6sec,2.667E1V,2.667E1V
6.653E-6sec,2.667E1V,2.667E1V
6.654E-6sec,2.667E1V,2.667E1V
6.655E-6sec,2.667E1V,2.667E1V
6.656E-6sec,2.667E1V,2.667E1V
6.657E-6sec,2.667E1V,2.667E1V
6.658E-6sec,2.667E1V,2.667E1V
6.659E-6sec,2.667E1V,2.667E1V
6.660E-6sec,2.667E1V,2.667E1V
6.661E-6sec,2.667E1V,2.667E1V
6.662E-6sec,2.667E1V,2.667E1V
6.663E-6sec,2.667E1V,2.667E1V
6.664E-6sec,2.667E1V,2.667E1V
6.665E-6sec,2.667E1V,2.667E1V
6.666E-6sec,2.667E1V,2.667E1V
6.667E-6sec,2.667E1V,2.667E1V
6.668E-6sec,2.667E1V,2.667E1V
6.669E-6sec,2.667E1V,2.667E1V
6.670E-6sec,2.667E1V,2.667E1V
6.671E-6sec,2.667E1V,2.667E1V
6.672E-6sec,2.667E1V,2.667E1V
6.673E-6sec,2.667E1V,2.667E1V
6.674E-6sec,2.667E1V,2.667E1V
6.675E-6sec,2.667E1V,2.667E1V
6.676E-6sec,2.667E1V,2.667E1V
6.677E-6sec,2.667E1V,2.667E1V
6.678E-6sec,2.667E1V,2.667E1V
6.679E-6sec,2.667E1V,2.667E1V
6.680E-6sec,2.667E1V,2.667E1V
6.681E-6sec,2.667E1V,2.667E1V
6.682E-6sec,2.667E1V,2.667E1V
6.683E-6sec,2.667E1V,2.667E1V
6.684E-6sec,2.667E1V,2.667E1V
6.685E-6sec,2.667E1V,2.667E1V
6.686E-6sec,2.667E1V,2.667E1V
6.687E-6sec,2.667E1V,2.667E1V
6.688E-6sec,2.667E1V,2.667E1V
6.689E-6sec,2.667E1V,2.667E1V
6.690E-6sec,2.667E1V,2.667E1V
6.691E-6sec,2.667E1V,2.667E1V
6.692E-6sec,2.667E1V,2.667E1V
6.693E-6sec,2.667E1V,2.667E1V
6.694E-6sec,2.667E1V,2.667E1V
6.695E-6sec,2.667E1V,2.667E1V
6.696E-6sec,2.667E1V,2.667E1V
6.697E-6sec,2.667E1V,2.667E1V
6.698E-6sec,2.667E1V,2.667E1V
6.699E-6sec,2.667E1V,2.667E1V
6.700E-6sec,2.667E1V,2.667E1V
6.701E-6sec,2.667E1V,2.667E1V
6.702E-6sec,2.667E1V,2.667E1V
6.703E-6sec,2.667E1V,2.667E1V
6.704E-6sec,2.667E1V,2.667E1V
6.705E-6sec,2.667E1V,2.667E1V
6.706E-6sec,2.667E1V,2.667E1V
6.707E-6sec,2.667E1V,2.667E1V
6.708E-6sec,2.667E1V,2.667E1V
6.709E-6sec,2.667E1V,2.667E1V
6.710E-6sec,2.667E1V,2.667E1V
6.711E-6sec,2.667E1V,2.667E1V
6.712E-6sec,2.667E1V,2.667E1V
