time,V_Load_1,V_Load_2
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.397E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.398E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.399E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.400E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.401E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.402E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.403E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.404E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.405E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.406E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.407E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.408E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.409E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.410E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.411E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.412E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.413E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.414E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.415E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.416E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.417E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.418E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.419E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.420E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.421E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.422E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.423E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.424E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.425E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.426E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.427E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.428E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.429E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.430E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.431E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.432E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.433E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.434E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.435E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.436E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.437E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.438E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.439E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.440E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.441E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.442E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.443E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.444E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.445E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.446E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.447E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.448E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.449E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.450E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.451E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.452E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.453E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.454E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.455E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.456E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
1.457E-5sec,2.963E1V,2.963E1V
